'subject','predicate','object',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#ICD_or_Pacemaker','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Id','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Id','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Id','rdfs_domain','CardiovascularDiseaseOntology:Diagnostic_Test',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Id','rdfs_range','xsd:integer',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Intercultural_Sensitivity_Level_Excellent','a','CardiovascularDiseaseOntology:Competence_Proficiency_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Intercultural_Sensitivity_Level_Excellent','a','CardiovascularDiseaseOntology:Intercultural_Sensitivity_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Intercultural_Sensitivity_Level_Excellent','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Intermittent_Fasting_Plans','a','CardiovascularDiseaseOntology:Intermittent_Fasting',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Intermittent_Fasting_Plans','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Junior_Practitioner1','a','CardiovascularDiseaseOntology:General_Practitoner_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Junior_Practitioner1','a','CardiovascularDiseaseOntology:Junior_Practitioner_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Junior_Practitioner1','a','CardiovascularDiseaseOntology:Medical_Practitioner_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Junior_Practitioner1','a','CardiovascularDiseaseOntology:Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Junior_Practitioner1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Lab_Coordinator1','a','CardiovascularDiseaseOntology:Lab_Coordinator_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Lab_Coordinator1','a','CardiovascularDiseaseOntology:Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Lab_Coordinator1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Laboratory_Test_Expertise_Studies','a','CardiovascularDiseaseOntology:Educational_Field',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Laboratory_Test_Expertise_Studies','a','CardiovascularDiseaseOntology:Laboratory_Test_Education',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Laboratory_Test_Expertise_Studies','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Language_Competence_Level_Strong','a','CardiovascularDiseaseOntology:Competence_Proficiency_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Language_Competence_Level_Strong','a','CardiovascularDiseaseOntology:Cultural_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Language_Competence_Level_Strong','a','CardiovascularDiseaseOntology:Language_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Language_Competence_Level_Strong','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Language_Proficiency_Level_Excellent','a','CardiovascularDiseaseOntology:Language_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Language_Proficiency_Level_Excellent','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Left_Ventricular_Assist_Device','a','CardiovascularDiseaseOntology:Implant_Devices_Treatment',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Left_Ventricular_Assist_Device','a','CardiovascularDiseaseOntology:Treatment',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Left_Ventricular_Assist_Device','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Low-fat_diary_foods,_Beans,_etc.','a','CardiovascularDiseaseOntology:DASH_Diets',,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Low-fat_diary_foods,_Beans,_etc.','a','CardiovascularDiseaseOntology:Diet',,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Low-fat_diary_foods,_Beans,_etc.','a','owl:NamedIndividual',,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#MBBS_MBchB_BMED_Dr._Med,_Ph.d','a','owl:NamedIndividual',,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#MBBS_MBchB_BMed_Dr._Med._Ph.d','a','CardiovascularDiseaseOntology:Educational_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#MBBS_MBchB_BMed_Dr._Med._Ph.d','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#MD_MDCM_Cand._Med','a','CardiovascularDiseaseOntology:Educational_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#MD_MDCM_Cand._Med','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#MOST_MAOT_MOT_OTD_Dr._OT','a','CardiovascularDiseaseOntology:Educational_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#MOST_MAOT_MOT_OTD_Dr._OT','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Magnesium_Supplement1','a','CardiovascularDiseaseOntology:Dietry_Supplements',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Magnesium_Supplement1','a','CardiovascularDiseaseOntology:Magnesium_Supplementation',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Magnesium_Supplement1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Administrator1','a','CardiovascularDiseaseOntology:Medical_Administrator_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Administrator1','a','CardiovascularDiseaseOntology:Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Administrator1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Consultant1','a','CardiovascularDiseaseOntology:Medical_Consultant_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Consultant1','a','CardiovascularDiseaseOntology:Medical_Practitioner_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Consultant1','a','CardiovascularDiseaseOntology:Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Consultant1','a','CardiovascularDiseaseOntology:Surgeon_Practitioner_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Consultant1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Specialist_Group1','a','CardiovascularDiseaseOntology:Medical_Specialist_Group',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Specialist_Group1','a','CardiovascularDiseaseOntology:Occupational_Group',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Specialist_Group1','a','CardiovascularDiseaseOntology:Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medical_Specialist_Group1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medicine_Studies','a','CardiovascularDiseaseOntology:Educational_Field',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medicine_Studies','a','CardiovascularDiseaseOntology:Medicine',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Medicine_Studies','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Niacin','a','CardiovascularDiseaseOntology:Blood_Pressure_Reduce_Medications',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Niacin','a','CardiovascularDiseaseOntology:Medication',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Niacin','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Nonsteroidal_Anti-inflammatory_Drugs','a','CardiovascularDiseaseOntology:Cardiac_Care_Remdies',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Nonsteroidal_Anti-inflammatory_Drugs','a','CardiovascularDiseaseOntology:Remedies_for_OutPatient_Care',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Nonsteroidal_Anti-inflammatory_Drugs','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Nursing','a','CardiovascularDiseaseOntology:Medical_Specialization',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Nursing','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Nursing_Professional_Group1','a','CardiovascularDiseaseOntology:Nursing_Professional_Group',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Nursing_Professional_Group1','a','CardiovascularDiseaseOntology:Occupational_Group',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Nursing_Professional_Group1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Nusing_Studies_Acute_and_Chronic','a','CardiovascularDiseaseOntology:Educational_Field',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Nusing_Studies_Acute_and_Chronic','a','CardiovascularDiseaseOntology:Nursing_and_Care',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Nusing_Studies_Acute_and_Chronic','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Occupational_Therapist1','a','CardiovascularDiseaseOntology:Occupational_Therapist_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Occupational_Therapist1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Out_Patient_Care_Management1','a','CardiovascularDiseaseOntology:Cardiac_Management',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Out_Patient_Care_Management1','a','CardiovascularDiseaseOntology:Out_Patient_Care_Management',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Out_Patient_Care_Management1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient2','a','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient2','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient2','CardiovascularDiseaseOntology_TestDate','14-4-2017',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient2','CardiovascularDiseaseOntology_Units','mmHg',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient2','CardiovascularDiseaseOntology_attendingPatient_Role','CardiovascularDiseaseOntology:Head_Nurse',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient2','CardiovascularDiseaseOntology_hasDiastolic_DBP','85',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient2','CardiovascularDiseaseOntology_hasPatient_ID','19910131-BBBB',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient2','CardiovascularDiseaseOntology_hasSystolic_SBP','124',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient_Weight','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient_Weight','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient_Weight','rdfs_domain','CardiovascularDiseaseOntology:Diagnostic_Test',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Patient_Weight','rdfs_range','xsd:integer',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Person2','a','CardiovascularDiseaseOntology:Female_Profile',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Person2','a','CardiovascularDiseaseOntology:Person_Profile',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Person2','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Person3','a','CardiovascularDiseaseOntology:Person_Profile',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Person3','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Person3','CardiovascularDiseaseOntology_hasPatient_Role','CardiovascularDiseaseOntology:Patient3',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Poland','a','CardiovascularDiseaseOntology:Country',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Poland','a','CardiovascularDiseaseOntology:Geographic_Location',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Poland','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Polish','a','CardiovascularDiseaseOntology:Language',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Polish','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Post_Emergency_Department_Process1','a','CardiovascularDiseaseOntology:Post_Emergency_Department_Process',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Post_Emergency_Department_Process1','a','CardiovascularDiseaseOntology:Process',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Post_Emergency_Department_Process1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Pre_Emergency_Department_Process1','a','CardiovascularDiseaseOntology:Pre_Emergency_Department_Process',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Pre_Emergency_Department_Process1','a','CardiovascularDiseaseOntology:Process',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Pre_Emergency_Department_Process1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Pre_Hospital_Care_Management1','a','CardiovascularDiseaseOntology:Cardiac_Management',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Pre_Hospital_Care_Management1','a','CardiovascularDiseaseOntology:Pre_Hospital_Care_Management',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Pre_Hospital_Care_Management1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Private_Hospital_or_Clincic1','a','CardiovascularDiseaseOntology:Health_Organization',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Private_Hospital_or_Clincic1','a','CardiovascularDiseaseOntology:Private_Hospital_or_Clinic',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Private_Hospital_or_Clincic1','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Problem_Solving_Ability_Excellent_Level','a','CardiovascularDiseaseOntology:General_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Problem_Solving_Ability_Excellent_Level','a','CardiovascularDiseaseOntology:Problem_Solving_Ability',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Problem_Solving_Ability_Excellent_Level','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Public_Health_Adminstration_Studies','a','CardiovascularDiseaseOntology:Educational_Field',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Public_Health_Adminstration_Studies','a','CardiovascularDiseaseOntology:Health_Administration',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Public_Health_Adminstration_Studies','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Recommmendations','a','owl:Class',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Skill_Competence_Level_Excellent','a','CardiovascularDiseaseOntology:Competence_Proficiency_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Skill_Competence_Level_Excellent','a','CardiovascularDiseaseOntology:Skill_Level',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Skill_Competence_Level_Excellent','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Smoke','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Smoke','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Smoke','rdfs_domain','CardiovascularDiseaseOntology:Diagnostic_Test',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Smoke','rdfs_range','xsd:integer',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Statins','a','CardiovascularDiseaseOntology:Blood_Pressure_Reduce_Medications',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Statins','a','CardiovascularDiseaseOntology:Medication',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Statins','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Supplemental_Oxygen','a','CardiovascularDiseaseOntology:Cardiac_Care_Remdies',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Supplemental_Oxygen','a','CardiovascularDiseaseOntology:Remedies_for_PreHospital_Care',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Supplemental_Oxygen','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Support_and_Guidance_Ability_Excellent','a','CardiovascularDiseaseOntology:General_Competence',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Support_and_Guidance_Ability_Excellent','a','CardiovascularDiseaseOntology:Support_and_Guidance_Ability',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Support_and_Guidance_Ability_Excellent','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Sweden','a','CardiovascularDiseaseOntology:Country',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Sweden','a','CardiovascularDiseaseOntology:Geographic_Location',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Sweden','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Swedish','a','CardiovascularDiseaseOntology:Language',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Swedish','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Systolic_BP','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Systolic_BP','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Systolic_BP','rdfs_domain','CardiovascularDiseaseOntology:Diagnostic_Test',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Systolic_BP','rdfs_range','xsd:integer',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Tasks','a','owl:Class',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#TestDate','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#TestDate','rdfs_comment','Patient Blood Test report',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Units','a','owl:DatatypeProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Unprocessed_cereals,_Olives_oil,_Fish,_Dairy_products,_Meat','a','CardiovascularDiseaseOntology:Diet',
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Unprocessed_cereals,_Olives_oil,_Fish,_Dairy_products,_Meat','a','CardiovascularDiseaseOntology:Mediterranean_Diets',
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Unprocessed_cereals,_Olives_oil,_Fish,_Dairy_products,_Meat','a','owl:NamedIndividual',
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Vegetables,_Fruits,_Whole_grains,_Legumes,_Nuts,_Seeds','a','CardiovascularDiseaseOntology:Diet'
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Vegetables,_Fruits,_Whole_grains,_Legumes,_Nuts,_Seeds','a','CardiovascularDiseaseOntology:Plant-based_Diets'
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Vegetables,_Fruits,_Whole_grains,_Legumes,_Nuts,_Seeds','a','owl:NamedIndividual'
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Vitamin_B3','a','CardiovascularDiseaseOntology:Dietry_Supplements',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Vitamin_B3','a','CardiovascularDiseaseOntology:Niacin_Supplementation',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Vitamin_B3','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Vitamin_E_and_Vitamin_C','a','CardiovascularDiseaseOntology:Antioxidant_Supplementation',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Vitamin_E_and_Vitamin_C','a','CardiovascularDiseaseOntology:Dietry_Supplements',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Vitamin_E_and_Vitamin_C','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Yes','a','CardiovascularDiseaseOntology:Current_Smoking_Status',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#Yes','a','owl:NamedIndividual',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#attendingPatient_Role','a','owl:FunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#attendingPatient_Role','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#cardiacDiseases_Associated','a','owl:InverseFunctionalProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#cardiacDiseases_Associated','a','owl:ObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#cardiacDiseases_Associated','rdfs_domain','CardiovascularDiseaseOntology:Cardiovascular_Diseases',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#cardiacDiseases_Associated','rdfs_range','CardiovascularDiseaseOntology:Patient_Role',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#cardiacDiseases_Associated','rdfs_subPropertyOf','owl:topObjectProperty',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#cardiacDiseases_Associated','owl_inverseOf','CardiovascularDiseaseOntology:has_Cardiovascular_Diseases_\(DVDs\)',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#eGFR-2_[Value_Range_between_[60-89]]-_Mild_Loss_of_Kindney_Function','a','CardiovascularDiseaseOntology:Estimated_Glomerular_Filteration_Rate-eGFR',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#eGFR-2_[Value_Range_between_[60-89]]-_Mild_Loss_of_Kindney_Function','a','CardiovascularDiseaseOntology:eGFR-Stage-2',,,,,
'http://www.semanticweb.org/abid/ontologies/2023/7/CardiovascularDiseaseOntology#eGFR-2_[Value_Range_between_[60-89]]-_Mild_Loss_of_Kindney_Function','a','owl:NamedIndividual',,,,,
